name,id,ranking,ranking_points,born_year,versus,hand,height,victory_percentage,clay_victory_percentage,carpet_victory_percentage,grass_victory_percentage,hard_victory_percentage,ace_percentage,doublefault_percentage,first_serve_success_percentage,winning_on_1st_serve_percentage,winning_on_2nd_serve_percentage,overall_win_on_serve_percentage,breakpoint_faced_percentage,breakpoint_saved_percentage
Russell Simpson,100326,0,0,1954,"{100354: ['D', 'V', 'D', 'V'], 100356: ['D', 'D', 'D'], 100359: ['V', 'D', 'D', 'D'], 100360: ['D', 'D', 'D', 'V'], 100362: ['D'], 100364: ['V'], 100866: ['D'], 100372: ['D', 'D'], 100868: ['D'], 100380: ['D', 'D'], 100339: ['D'], 108577: ['V'], 100386: ['V'], 100901: ['D'], 106929: ['V'], 100905: ['V'], 100394: ['V'], 100395: ['V', 'D', 'V'], 100402: ['V', 'D', 'V'], 100407: ['V'], 110141: ['V'], 100414: ['V'], 100928: ['V'], 109456: ['V'], 100727: ['D'], 100421: ['D', 'D', 'D'], 107082: ['V'], 100428: ['V', 'D'], 100087: ['D'], 100942: ['D', 'V'], 100434: ['D'], 100436: ['D', 'D', 'V', 'D'], 100437: ['D'], 100950: ['D'], 100440: ['V'], 100443: ['V'], 100445: ['V'], 100446: ['D', 'D', 'D'], 100450: ['V'], 100452: ['V', 'D'], 100967: ['D'], 100456: ['D', 'D'], 100460: ['V', 'V'], 100461: ['V', 'V'], 100285: ['D', 'V', 'V'], 101736: ['D'], 100978: ['D'], 100468: ['V', 'V'], 100201: ['V', 'D'], 101140: ['V'], 100474: ['V'], 100477: ['V', 'D'], 100990: ['D'], 100725: ['V'], 101000: ['D'], 100489: ['V'], 100495: ['V'], 100498: ['V'], 100500: ['D'], 101013: ['V', 'V'], 101145: ['V'], 100506: ['V'], 100713: ['D', 'V'], 100635: ['D'], 100517: ['D'], 100522: ['D'], 101036: ['D'], 100525: ['V'], 100016: ['D'], 100529: ['D', 'D', 'D', 'V'], 100532: ['V', 'V', 'D', 'V', 'D'], 100534: ['V'], 100639: ['D'], 100543: ['V', 'D'], 100546: ['V'], 101061: ['D', 'D'], 101062: ['D'], 100553: ['V'], 100471: ['D'], 100557: ['V', 'V'], 100047: ['D'], 100562: ['V'], 100565: ['V', 'V'], 100567: ['D', 'V', 'D', 'D'], 101029: ['V'], 100574: ['V'], 100581: ['D', 'D', 'D'], 101094: ['V'], 100073: ['D'], 100586: ['D'], 100076: ['D', 'D'], 100592: ['V', 'D', 'D'], 108275: ['V'], 100084: ['D'], 100597: ['V', 'D'], 100393: ['V', 'D'], 100088: ['D'], 100090: ['V', 'D', 'D'], 100091: ['D'], 100605: ['V', 'D', 'V'], 100606: ['V', 'V'], 100611: ['V', 'D'], 100615: ['D'], 100105: ['D'], 100618: ['V', 'V'], 100109: ['V'], 100624: ['D'], 100113: ['V'], 100114: ['D', 'D', 'D', 'D', 'D'], 100115: ['D', 'V'], 100116: ['D'], 100118: ['D'], 100631: ['V', 'D', 'D'], 109849: ['V'], 108315: ['V', 'V'], 100126: ['D', 'D', 'D', 'D', 'V', 'V'], 100127: ['V', 'D'], 100144: ['D', 'D'], 101154: ['D'], 100135: ['D', 'D', 'D'], 100651: ['D'], 100653: ['D'], 100655: ['V', 'D'], 100656: ['D'], 100657: ['V', 'D'], 100146: ['D', 'V'], 100148: ['V'], 100661: ['D'], 100667: ['D', 'D'], 107324: ['D'], 199999: ['D'], 101185: ['D'], 100162: ['V'], 100676: ['D', 'D', 'V'], 108357: ['V'], 101191: ['D'], 100680: ['V'], 100171: ['V', 'D'], 100174: ['D', 'D'], 100175: ['D'], 100689: ['D', 'D'], 100178: ['D'], 100179: ['V'], 100180: ['V'], 100698: ['V'], 100699: ['V'], 100617: ['V'], 100193: ['V'], 100198: ['V'], 100200: ['D'], 108860: ['V'], 100714: ['D', 'V'], 100203: ['D', 'V'], 100204: ['D'], 100208: ['V'], 100210: ['D'], 100211: ['D'], 109941: ['V'], 100214: ['V'], 100215: ['D'], 100728: ['D'], 100730: ['V'], 100219: ['D'], 100223: ['V'], 100227: ['V'], 107398: ['V'], 100232: ['D', 'D'], 100759: ['D'], 100236: ['D'], 100749: ['V'], 100238: ['V', 'V'], 100752: ['V', 'D'], 100243: ['D', 'D'], 100244: ['D', 'D', 'D', 'D'], 100757: ['V'], 100247: ['V'], 100763: ['D', 'D'], 100252: ['D', 'D', 'D', 'D'], 100765: ['D'], 100257: ['V'], 100772: ['V'], 100261: ['D', 'V', 'D'], 100263: ['D'], 100270: ['D', 'D'], 101295: ['V'], 100273: ['D', 'D'], 110002: ['V'], 100275: ['V'], 100276: ['D'], 100790: ['V'], 100279: ['D', 'D', 'V'], 100280: ['D'], 100282: ['D', 'D'], 100284: ['D', 'D', 'D'], 100797: ['V'], 100286: ['D', 'D', 'V', 'D', 'D'], 100287: ['V'], 100800: ['D'], 107457: ['V'], 101109: ['D'], 100296: ['V'], 100297: ['D'], 100298: ['D'], 100599: ['V'], 100300: ['D'], 101325: ['V'], 100815: ['V'], 100515: ['V', 'D', 'D', 'D'], 100309: ['D', 'V', 'D'], 100857: ['D'], 100824: ['V'], 100313: ['D'], 100315: ['V'], 101138: ['D'], 100830: ['V'], 100319: ['D'], 100321: ['D', 'V', 'D'], 100328: ['V'], 100332: ['D'], 108525: ['V'], 100337: ['D', 'D', 'D', 'D'], 111091: ['V'], 100342: ['V', 'D'], 100343: ['V'], 100345: ['D'], 100346: ['D']}",R,188.0,41.80790960451977,28.30188679245283,27.500000000000004,50.0,44.05594405594406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willem Prinsloo,100327,0,0,1954,"{100161: ['D'], 100516: ['D'], 100292: ['D'], 100229: ['D'], 100166: ['D'], 100208: ['V'], 100040: ['V'], 100297: ['D'], 100364: ['D'], 100109: ['V'], 100430: ['D'], 100600: ['D'], 100498: ['V'], 100115: ['V'], 100244: ['D'], 100181: ['V'], 100377: ['D'], 110362: ['V'], 100186: ['D', 'V'], 100126: ['D'], 100592: ['D'], 100066: ['V'], 100067: ['D'], 100324: ['D'], 100579: ['D'], 100135: ['D'], 100200: ['D'], 100585: ['D'], 100253: ['D', 'D'], 107256: ['D'], 100526: ['D'], 100445: ['V'], 100144: ['D', 'D'], 100428: ['D'], 100464: ['D'], 100382: ['D'], 100152: ['D'], 100410: ['V'], 100286: ['D', 'D']}",R,0,25.581395348837212,16.666666666666664,25.0,0.0,36.84210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rand Evett,100328,0,0,1954,"{100449: ['D'], 101154: ['V', 'V'], 100515: ['V'], 100868: ['D'], 100326: ['D'], 100551: ['D'], 100360: ['D'], 106892: ['D'], 100565: ['D'], 199999: ['V'], 100392: ['D'], 100606: ['D'], 100790: ['D'], 100407: ['D'], 100440: ['D'], 100475: ['V'], 101064: ['D'], 100285: ['D'], 108190: ['V'], 100575: ['D']}",R,0,28.57142857142857,0.0,50.0,30.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Imonitie,100330,0,0,1954,"{100113: ['D'], 100082: ['D'], 107827: ['D'], 100406: ['V'], 100266: ['D'], 100955: ['D'], 110782: ['D'], 100543: ['V']}",R,0,25.0,0.0,0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean Louis Haillet,100331,0,0,1954,"{100354: ['D'], 100228: ['D', 'V'], 100359: ['V', 'D'], 100363: ['V'], 100109: ['D'], 100878: ['D'], 100367: ['D', 'D'], 100086: ['V'], 100115: ['D'], 100393: ['D'], 100118: ['V'], 110360: ['V'], 100377: ['V', 'D'], 100122: ['V'], 100314: ['D'], 100127: ['D'], 100645: ['V'], 106642: ['D'], 100135: ['V'], 100137: ['D', 'D'], 100139: ['D'], 100142: ['D'], 100402: ['V'], 100403: ['D'], 109790: ['V'], 100154: ['D'], 100411: ['V'], 100162: ['D'], 101131: ['D'], 100676: ['D', 'D'], 100429: ['V'], 100431: ['D'], 100177: ['D'], 108370: ['V'], 107235: ['D'], 100437: ['D'], 100185: ['D'], 100186: ['V'], 100443: ['V'], 100444: ['D', 'D'], 100450: ['D'], 100199: ['D', 'V', 'V'], 100200: ['D', 'V', 'V', 'V'], 100498: ['V'], 100456: ['D'], 100883: ['V'], 100468: ['D', 'D'], 100214: ['D'], 100215: ['D'], 100474: ['D'], 106621: ['V'], 107456: ['D', 'V'], 100483: ['D', 'D', 'D'], 107140: ['V'], 100231: ['D', 'V'], 100233: ['D', 'V'], 100235: ['D', 'V', 'V'], 100492: ['D'], 108434: ['V'], 100244: ['D'], 100502: ['D', 'V'], 100249: ['D'], 100585: ['D'], 100516: ['V'], 100266: ['D'], 100268: ['V'], 100270: ['V'], 100271: ['D', 'D'], 100274: ['V'], 100532: ['D'], 100280: ['D', 'D'], 100282: ['D', 'D'], 100910: ['D'], 100284: ['D'], 100286: ['D'], 100288: ['D'], 100546: ['V'], 100037: ['V'], 100297: ['D', 'D', 'D', 'V', 'V'], 100087: ['D'], 100300: ['D', 'D'], 100301: ['V'], 100047: ['V'], 100313: ['D'], 100058: ['D', 'D', 'D'], 100829: ['D'], 100062: ['D', 'D'], 107744: ['V'], 100579: ['V'], 100325: ['D', 'D'], 100073: ['D', 'D'], 100844: ['D', 'D'], 100077: ['V'], 100221: ['D', 'D', 'V'], 100598: ['D'], 100343: ['V'], 100600: ['D'], 100346: ['D']}",R,0,35.55555555555556,31.25,33.33333333333333,33.33333333333333,45.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balazs Taroczy,100332,0,0,1954,"{100354: ['D', 'V', 'D'], 111107: ['D', 'V'], 100356: ['V', 'D'], 107015: ['V'], 100598: ['V'], 101036: ['V'], 100362: ['V', 'D', 'D', 'D'], 101387: ['V'], 101222: ['D', 'D'], 100866: ['V'], 106510: ['V'], 100367: ['V'], 100368: ['V', 'V'], 100372: ['V', 'V'], 100374: ['V', 'V'], 100375: ['D'], 100376: ['D', 'V', 'D', 'V', 'V', 'D', 'V', 'V', 'D'], 100377: ['V', 'V'], 100378: ['V'], 101404: ['V'], 100893: ['D'], 100894: ['V'], 100383: ['V', 'D', 'D', 'V'], 100529: ['D', 'D', 'D', 'V'], 100392: ['V', 'V'], 100905: ['V'], 100394: ['D', 'V', 'V', 'V', 'V'], 100395: ['D', 'D'], 100396: ['V', 'V'], 101298: ['D'], 100910: ['D'], 100155: ['V'], 100360: ['V', 'D'], 100402: ['V'], 100403: ['V', 'V'], 100920: ['V'], 100409: ['V'], 100922: ['D'], 100411: ['D', 'D', 'D', 'D'], 100414: ['V'], 100415: ['V'], 100417: ['D', 'V', 'V', 'V'], 100421: ['V', 'D'], 100422: ['V', 'V'], 108007: ['V'], 100936: ['D'], 100428: ['D', 'V'], 100430: ['V'], 106576: ['V'], 100434: ['D', 'V', 'D', 'V', 'V', 'D', 'D', 'V', 'D'], 100195: ['V'], 100437: ['D', 'D', 'D', 'D', 'D', 'D'], 100950: ['V'], 100440: ['V'], 107097: ['V'], 100443: ['V'], 100444: ['V'], 100445: ['D'], 100446: ['D', 'D'], 100453: ['V', 'V', 'V', 'V', 'V'], 100449: ['V', 'V'], 100450: ['V'], 100452: ['V', 'D', 'V', 'D', 'D'], 108133: ['V'], 109771: ['D', 'V', 'V', 'V'], 109841: ['D'], 100796: ['V', 'V'], 100711: ['V'], 100460: ['V', 'V', 'V'], 100461: ['V', 'V'], 107630: ['V'], 101267: ['V'], 100464: ['V'], 100468: ['V', 'V'], 106615: ['V', 'V'], 100359: ['V'], 100474: ['V', 'V', 'V', 'D', 'V'], 100475: ['D'], 100942: ['V', 'V', 'D'], 100481: ['V', 'V'], 100483: ['V'], 106629: ['V', 'V'], 100486: ['V'], 100488: ['V'], 100489: ['V'], 100490: ['V'], 100631: ['V'], 100492: ['V'], 100498: ['V', 'D', 'V', 'V'], 100547: ['V'], 101098: ['V'], 125589: ['V'], 101020: ['D'], 100510: ['V'], 107167: ['V'], 100515: ['D', 'V', 'D'], 100923: ['V'], 100524: ['V'], 100526: ['V', 'V'], 100016: ['D'], 100017: ['V'], 100530: ['V', 'D', 'D'], 100532: ['V', 'D', 'D'], 100535: ['V', 'V'], 100536: ['V', 'V', 'V', 'V', 'V', 'V'], 100025: ['V', 'V', 'V', 'V'], 100540: ['V'], 100543: ['V', 'V', 'D'], 100680: ['V'], 100545: ['V'], 100546: ['V', 'V', 'D'], 100035: ['V'], 100037: ['V'], 101062: ['D', 'D'], 100551: ['V'], 100040: ['D', 'D'], 100553: ['D'], 100555: ['D'], 107213: ['V'], 100047: ['V'], 101073: ['V', 'V'], 100878: ['V'], 100800: ['V'], 100055: ['V'], 100056: ['V'], 100570: ['V'], 101084: ['V'], 100062: ['D', 'D'], 107233: ['V'], 100630: ['V'], 100067: ['D', 'V'], 100581: ['D', 'D'], 100070: ['V'], 100579: ['V', 'V', 'V', 'D', 'D', 'D'], 100073: ['V', 'D', 'V'], 100074: ['D', 'V'], 100477: ['V', 'V', 'V'], 100080: ['D', 'V'], 107761: ['V'], 100083: ['V', 'V'], 100084: ['V', 'D', 'D', 'V'], 101109: ['V'], 100086: ['V', 'V', 'V'], 100599: ['V', 'V', 'V'], 100600: ['V', 'V', 'V'], 101113: ['D'], 100090: ['V'], 100603: ['V', 'D', 'V', 'V', 'V'], 100092: ['D', 'D', 'D'], 100605: ['V'], 100821: ['V', 'V'], 100586: ['V', 'V'], 100097: ['V'], 100099: ['V'], 100567: ['D', 'D'], 100109: ['D', 'V', 'V'], 100653: ['D', 'V', 'D'], 110864: ['V'], 100113: ['D', 'D', 'D', 'V', 'V', 'V'], 100115: ['D', 'V', 'V'], 100118: ['V', 'V', 'D'], 100119: ['D', 'D', 'D', 'D', 'V', 'D', 'V', 'V'], 100120: ['D'], 100121: ['V', 'D'], 100123: ['V', 'V'], 100636: ['V'], 100126: ['D', 'D', 'D', 'D'], 100128: ['D', 'V'], 100656: ['V', 'V', 'V', 'D', 'D', 'D', 'D', 'D', 'D', 'V', 'D', 'D'], 100315: ['V'], 100646: ['V', 'V'], 100135: ['D', 'D', 'V', 'V', 'V', 'V'], 100137: ['V'], 100139: ['V', 'V', 'V'], 100140: ['V'], 100141: ['V', 'V', 'V', 'V'], 100655: ['V', 'V'], 100144: ['D', 'D'], 100148: ['D', 'V', 'V'], 100661: ['D'], 100150: ['V'], 100343: ['V'], 108356: ['V', 'V'], 100660: ['V'], 100667: ['V', 'V', 'V'], 100156: ['V'], 100160: ['V', 'V', 'V'], 100161: ['V'], 100162: ['V'], 109891: ['V'], 100676: ['D', 'V', 'D'], 108360: ['D'], 100170: ['V', 'V'], 100171: ['V', 'V'], 100172: ['V'], 100173: ['D', 'D'], 100174: ['D', 'V', 'V', 'D', 'D', 'D', 'D', 'V', 'D', 'D', 'V', 'D', 'D', 'V'], 100176: ['D', 'V', 'V', 'V'], 100177: ['V', 'V', 'V', 'V', 'V', 'V'], 100179: ['V', 'V', 'D'], 100182: ['V'], 100185: ['V', 'V', 'V', 'V'], 100186: ['V', 'D', 'V'], 100701: ['V', 'V'], 100190: ['V'], 109923: ['V'], 100197: ['V', 'V'], 100198: ['V', 'V'], 100199: ['D', 'V', 'D'], 100200: ['V', 'V', 'V'], 100202: ['V'], 100203: ['D', 'D'], 100719: ['D', 'D'], 100208: ['V'], 100211: ['V', 'V', 'V', 'V'], 100641: ['V'], 100725: ['V'], 100214: ['D', 'D', 'D', 'D', 'V', 'D', 'V'], 100215: ['V', 'D'], 100216: ['V'], 100730: ['V'], 100220: ['V', 'V', 'D', 'V', 'V'], 100221: ['V', 'D', 'D', 'V'], 100223: ['V'], 100224: ['V'], 100228: ['V', 'V', 'D', 'V'], 100229: ['D'], 100673: ['V'], 100232: ['D', 'D', 'D', 'D'], 100233: ['V', 'D', 'V', 'V'], 100235: ['D'], 100236: ['V', 'V', 'V', 'V'], 100752: ['V', 'V', 'V', 'V', 'D', 'D'], 100243: ['D', 'D', 'V'], 100244: ['D'], 100245: ['V'], 100247: ['V'], 100249: ['V', 'V'], 100763: ['D'], 100252: ['D'], 100253: ['D'], 100255: ['V'], 100257: ['V'], 100258: ['D'], 100259: ['D', 'V'], 100261: ['D', 'D'], 100262: ['V'], 100081: ['D', 'D'], 100265: ['V', 'V'], 100266: ['V'], 106923: ['V'], 100268: ['V'], 100781: ['V'], 100270: ['D'], 100271: ['V', 'V'], 100272: ['V', 'D', 'D'], 100273: ['D', 'D'], 100274: ['V', 'V'], 100276: ['V'], 100278: ['V'], 107235: ['V', 'V'], 100280: ['D', 'D', 'V', 'D', 'D', 'D', 'D', 'V'], 100281: ['V'], 100282: ['V', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'V', 'V'], 100635: ['V'], 100284: ['D', 'D', 'D', 'D', 'D'], 100797: ['V'], 100286: ['V', 'D', 'V'], 101080: ['V'], 100288: ['D', 'D', 'V', 'V'], 100289: ['V', 'V', 'V'], 100292: ['V'], 100293: ['V', 'D', 'V'], 100769: ['D', 'D'], 100757: ['V', 'D', 'D', 'D', 'D'], 100297: ['D', 'D', 'D', 'D', 'D', 'V', 'V', 'D'], 100298: ['V'], 107255: ['V'], 100300: ['D', 'V', 'V', 'V'], 100809: ['D', 'V', 'D'], 100303: ['V'], 101013: ['D'], 100309: ['D', 'D', 'V'], 100857: ['D'], 100824: ['D'], 100313: ['V'], 106971: ['V'], 100829: ['V'], 100319: ['V', 'V'], 100321: ['D'], 100322: ['V'], 106468: ['V'], 100325: ['D', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V'], 100326: ['V'], 100689: ['D'], 100604: ['V'], 100946: ['V'], 100848: ['V'], 100337: ['V', 'V'], 100342: ['V', 'D', 'D', 'D', 'D', 'D'], 100855: ['V'], 100344: ['V'], 100345: ['V', 'V'], 100346: ['V', 'V', 'V', 'V'], 101119: ['V'], 100967: ['V', 'D']}",R,183.0,64.1566265060241,69.64285714285714,47.12643678160919,52.0,51.94805194805194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shigeyuki Nishio,100333,0,0,1954,"{100228: ['D'], 110982: ['V'], 110833: ['V', 'V', 'V'], 107159: ['D'], 100109: ['D'], 107918: ['V'], 100047: ['D'], 100493: ['D'], 106966: ['V'], 108823: ['D'], 100569: ['V', 'V'], 100815: ['D'], 100446: ['D'], 100383: ['D'], 100452: ['D'], 106929: ['V'], 100586: ['D'], 100337: ['D'], 100276: ['D'], 100342: ['D'], 110141: ['V', 'D'], 100926: ['D']}",R,0,38.46153846153847,50.0,0.0,0.0,42.857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ernie Ewert,100334,0,0,1954,"{100226: ['V'], 100203: ['V'], 100356: ['V'], 107527: ['V'], 100109: ['D'], 100238: ['D'], 100640: ['V'], 100114: ['D'], 100116: ['D'], 100631: ['D'], 100127: ['D'], 100512: ['V'], 107425: ['V'], 100135: ['D'], 100265: ['D'], 100270: ['V'], 107699: ['D'], 100148: ['D'], 100282: ['D'], 100383: ['V', 'D', 'D'], 100413: ['V'], 100286: ['D'], 199999: ['V'], 100161: ['V'], 100164: ['V'], 100299: ['D'], 100301: ['D'], 100309: ['D'], 100058: ['D'], 100317: ['D'], 100837: ['V'], 100064: ['D'], 100321: ['D'], 107488: ['V'], 100073: ['D'], 100075: ['D'], 108525: ['D'], 107759: ['V'], 100592: ['D'], 100211: ['D'], 100213: ['D'], 100201: ['D', 'D'], 100372: ['D'], 100859: ['V']}",R,0,36.17021276595745,41.66666666666667,0.0,46.15384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guillermo Aubone,100336,0,0,1954,"{100099: ['D'], 100182: ['V'], 100232: ['D'], 100426: ['V'], 100363: ['D'], 100300: ['D'], 100878: ['D'], 100176: ['V'], 100395: ['D', 'D'], 100498: ['D'], 100611: ['D'], 100436: ['V'], 100437: ['D'], 100555: ['D'], 100537: ['D'], 100376: ['D'], 100505: ['V'], 100122: ['D'], 100380: ['D'], 100186: ['D'], 100711: ['D'], 100769: ['V'], 106531: ['D'], 100174: ['D', 'D'], 100261: ['D'], 100198: ['V'], 101105: ['V'], 100393: ['D'], 100203: ['D'], 100460: ['D'], 100141: ['D'], 100526: ['D'], 100529: ['D'], 100922: ['V'], 109879: ['D'], 100600: ['D'], 100345: ['D'], 100282: ['D', 'D'], 100287: ['V'], 100398: ['D'], 100599: ['V']}",L,0,25.0,25.64102564102564,0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Edmondson,100337,0,0,1954,"{100864: ['V'], 100354: ['V', 'D'], 100356: ['D'], 100359: ['V'], 100360: ['D', 'D', 'V', 'V', 'D'], 100657: ['D', 'D'], 100367: ['D'], 100368: ['D'], 101906: ['V'], 100611: ['D', 'V'], 100372: ['D', 'V'], 100376: ['D', 'D'], 100379: ['V'], 100380: ['V'], 100893: ['D'], 100383: ['V', 'D', 'D', 'V'], 107557: ['V'], 100017: ['D'], 100392: ['D'], 100393: ['V'], 100394: ['D'], 100395: ['D'], 100397: ['V'], 100402: ['D', 'D', 'D'], 100403: ['V'], 100917: ['D'], 100617: ['V', 'D'], 103993: ['V'], 100922: ['V'], 100411: ['D', 'D'], 100924: ['V'], 100415: ['V'], 100416: ['D'], 100417: ['D'], 100422: ['V'], 100936: ['V'], 100535: ['D'], 100428: ['D', 'D', 'D', 'D'], 100430: ['D', 'V', 'V'], 100944: ['D'], 100434: ['V', 'D'], 100436: ['V', 'V', 'D'], 100437: ['D'], 100440: ['V'], 100444: ['D'], 100446: ['D', 'D', 'V', 'D', 'D'], 100449: ['D'], 100451: ['D', 'V'], 100452: ['D', 'D', 'D'], 100966: ['V'], 100967: ['D'], 100456: ['V', 'V'], 101138: ['V', 'V', 'D', 'D'], 100797: ['D'], 100464: ['V', 'V'], 100088: ['D'], 100468: ['V'], 100474: ['V', 'V', 'V', 'D', 'D', 'D', 'V'], 100475: ['V', 'V', 'D'], 100763: ['V', 'V'], 100477: ['V', 'D'], 106629: ['V'], 100486: ['V'], 100119: ['D', 'V'], 100492: ['D'], 100461: ['V'], 100496: ['V'], 100498: ['V', 'V'], 101013: ['V'], 100502: ['D'], 101145: ['D'], 101061: ['V'], 100515: ['D', 'V', 'D'], 100516: ['V'], 100517: ['D', 'D'], 100518: ['D'], 100519: ['V', 'V'], 100523: ['V'], 101062: ['D'], 110253: ['V'], 100526: ['V'], 100016: ['V', 'D', 'D', 'V'], 100529: ['D'], 100530: ['D'], 107379: ['V'], 100532: ['D', 'D', 'V'], 100638: ['V', 'V'], 100809: ['D'], 101048: ['V'], 100025: ['V', 'V', 'V'], 100540: ['V'], 100543: ['D', 'V'], 100545: ['D', 'V'], 100547: ['V'], 100214: ['D', 'V'], 100550: ['V'], 100551: ['V', 'V', 'V'], 100040: ['D'], 100553: ['V'], 100555: ['D', 'V'], 100047: ['V', 'V'], 100562: ['D', 'D'], 100565: ['D'], 100055: ['D', 'V'], 100901: ['D'], 100058: ['D'], 101084: ['V'], 100574: ['D'], 100575: ['D'], 100579: ['V', 'V', 'D'], 100581: ['D', 'D', 'D', 'D', 'D'], 101096: ['V'], 100585: ['V', 'D', 'V'], 100586: ['D', 'D', 'D', 'D', 'D', 'V'], 100589: ['V'], 100221: ['V'], 100592: ['V'], 100085: ['V'], 100598: ['D'], 100087: ['V'], 100600: ['D', 'V'], 100090: ['V', 'V'], 100091: ['D', 'V'], 100604: ['V'], 100606: ['D'], 100821: ['V', 'D'], 100099: ['D'], 100100: ['D'], 100105: ['V', 'D', 'V'], 100567: ['V'], 100495: ['V'], 100836: ['V'], 100653: ['D', 'V', 'D'], 100624: ['V'], 100114: ['V'], 100628: ['V', 'V'], 100630: ['V'], 100631: ['D', 'V', 'D', 'V', 'D'], 100121: ['V', 'V'], 100122: ['V'], 100635: ['D'], 100570: ['V', 'V'], 100126: ['D', 'D', 'D'], 100127: ['D', 'D', 'V'], 100640: ['V', 'V', 'D'], 100144: ['V'], 100905: ['V', 'D'], 100646: ['D'], 100135: ['V', 'D', 'D', 'V', 'D'], 101340: ['D'], 100139: ['D', 'V'], 100652: ['V'], 100141: ['D', 'V'], 100655: ['D', 'D', 'D'], 100656: ['D', 'D'], 100744: ['V', 'V'], 100147: ['D'], 100148: ['V', 'V'], 100830: ['D'], 100150: ['V'], 100663: ['V', 'D'], 100152: ['V'], 100155: ['V'], 100158: ['V'], 100161: ['V'], 100162: ['V', 'D', 'V'], 100855: ['V', 'D'], 108360: ['D'], 100171: ['D'], 100173: ['D', 'V'], 100174: ['D'], 100176: ['V'], 100689: ['D'], 100178: ['V', 'V', 'V'], 100179: ['V', 'D'], 100180: ['V'], 100182: ['V'], 100185: ['D'], 100699: ['V'], 100190: ['V'], 100191: ['V'], 100240: ['V'], 100923: ['D', 'V'], 100198: ['V'], 100711: ['V'], 100201: ['V', 'V'], 100203: ['V', 'V', 'V', 'D'], 100833: ['V', 'D'], 106899: ['D'], 100726: ['V'], 100727: ['V'], 100730: ['V'], 100219: ['D', 'V', 'V'], 100220: ['D'], 100074: ['D', 'D', 'V'], 100226: ['V'], 100227: ['V'], 100228: ['V', 'D'], 100229: ['D', 'V'], 107398: ['V'], 100231: ['D'], 100232: ['D', 'D', 'D'], 100233: ['D', 'V'], 100235: ['D'], 100236: ['D'], 100752: ['D', 'V', 'D'], 100243: ['V'], 100244: ['D', 'V', 'D', 'D', 'D'], 100757: ['D'], 100249: ['D'], 100251: ['V'], 100252: ['V', 'D', 'V', 'V', 'V', 'V', 'V'], 100253: ['V', 'V', 'D'], 100255: ['V', 'D', 'V', 'D'], 100257: ['V', 'V', 'V', 'D'], 100259: ['V'], 100772: ['D'], 100261: ['D', 'D', 'D'], 100265: ['D', 'V'], 100266: ['V'], 100780: ['D', 'V'], 100270: ['V', 'V'], 100272: ['D', 'D'], 100273: ['V', 'D', 'V', 'D'], 100274: ['D', 'V'], 100787: ['D'], 100276: ['V', 'V', 'D'], 100789: ['V'], 100279: ['V', 'V'], 100280: ['D', 'D', 'D', 'V', 'D'], 100281: ['V', 'V', 'V', 'D'], 100282: ['D', 'V', 'D', 'D'], 100211: ['V'], 100284: ['D', 'D', 'D', 'D', 'D', 'D'], 100285: ['D', 'V', 'D'], 100286: ['D'], 100287: ['D', 'V'], 107457: ['D', 'V'], 100290: ['V'], 100292: ['V'], 100769: ['D'], 100297: ['V', 'D', 'D'], 100299: ['V'], 100300: ['D', 'D', 'D'], 100301: ['V', 'D', 'V', 'V'], 100815: ['V'], 100305: ['V'], 100306: ['V', 'V'], 100308: ['V'], 100309: ['V', 'V', 'V'], 106966: ['V'], 108505: ['V'], 100315: ['D', 'D'], 100316: ['D'], 100829: ['V'], 100318: ['V'], 100319: ['D'], 100485: ['V'], 100321: ['V', 'D', 'V', 'V'], 100322: ['D', 'V'], 100324: ['D'], 100326: ['V', 'V', 'V', 'V'], 100332: ['D', 'D'], 100333: ['V'], 100339: ['D'], 100946: ['D'], 100342: ['D', 'D', 'D', 'D', 'D', 'D', 'V', 'V'], 100343: ['V', 'V', 'V'], 100345: ['D', 'V', 'D', 'D', 'V', 'D'], 100346: ['D'], 100349: ['V']}",R,185.0,52.0242914979757,44.05594405594406,46.05263157894737,65.06024096385542,46.788990825688074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjy Robins,100338,0,0,1954,"{100229: ['D'], 100223: ['V']}",R,175.0,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
